# forras=https://www.solartronics.de generalva=2026-09-19T09:38:52Z penznem=EUR ar=brutto_kiskereskedelmi_inkl_MwSt termek_db=434 keszleten=344
cikkszam;nev;ar;listaar;akcios;kedvezmeny_szazalek;keszleten_van;keszlet_statusz;rendelheto;suly_kg;url;fokep_url;utolso_modositas;netto_ar;ar_tipus;ar_fix;tol_ar;variansos;kiszereles;ean;marka;duplikalt_cikkszam;duplikalt_db
ST-1-Paar-16-Z;16 Paar Solarstecker Steckverbinder für 2,5mm² - 6mm² Solarkabel mit Solar-Spannschlüssel & Zange;23.74;;nem;;igen;raktaron;igen;0.91;https://www.solartronics.de/zubehoer/solarstecker/16-paar-solarstecker-steckverbinder-fuer-2-5mm2-6mm2-solarkabel-mit-solar-spannschluessel-zange-st-1-paar-16-z;https://www.solartronics.de/media/image/75/56/9d/Crimpzangenset-mit-16-Paar-SolarsteckerptK7dBBEJg5pP.jpg;2026-03-17;19.95;brutto+netto (oldalrol);igen;nem;nem;;4068508017643;solartronics;nem;1
M160-1400x590-12V;160 Watt Mono Solarmodul 10 Busbars 210mm Zellformat Solarpanel;88.66;;nem;;igen;raktaron;igen;8.67;https://www.solartronics.de/160-watt-mono-solarmodul-10-busbars-210mm-zellformat-solarpanel-m160-1400x590-12v;https://www.solartronics.de/media/image/38/61/26/160Watt_1400mm_Solarmodul_1.jpg;2025-11-17;74.5;brutto+netto (oldalrol);igen;nem;nem;;4068508000454;solartronics;nem;1
M180-1200x775-36V;180 Watt 36V Mono Solarmodul 10 Busbars 210mm Zellformat Solarpanel;118.94;;nem;;igen;raktaron;igen;9.77;https://www.solartronics.de/180-watt-36v-mono-solarmodul-10-busbars-210mm-zellformat-solarpanel-m180-1200x775-36v;https://www.solartronics.de/media/image/68/c7/32/180Watt_36V_1200mm_Solarmodul_1.jpg;2025-10-29;99.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000270;solartronics;nem;1
M180-1200x775-12V;180 Watt Mono Solarmodul 10 Busbars 210mm Zellformat Solarpanel;100.79;;nem;;igen;raktaron;igen;9.77;https://www.solartronics.de/180-watt-mono-solarmodul-10-busbars-210mm-zellformat-solarpanel-m180-1200x775-12v;https://www.solartronics.de/media/image/f7/c1/41/180Watt_18V_1200mm_Solarpanel_1.jpg;2025-10-29;84.7;brutto+netto (oldalrol);igen;nem;nem;;4068508000362;solartronics;nem;1
ST-1x2;2 Paar Solarstecker kompatibel mit MC4 Y 2 fach, 3 fach, 4 fach, 5 fach, 6 fach Stecker Kabel;9.78;;nem;;igen;raktaron;igen;0.04;https://www.solartronics.de/zubehoer/solarstecker/2-paar-solarstecker-kompatibel-mit-mc4-y-2-fach-3-fach-4-fach-5-fach-6-fach-stecker-kabel-st-1x2;https://www.solartronics.de/media/image/24/aa/9b/9.jpg;2026-07-01;8.22;brutto+netto (oldalrol);nem;igen;igen;2 Paar (4,89 € * / 1 Paar);4068508012969;solartronics;nem;1
200M20-WI;200 Watt 12V Solar Set 20A Laderegler gelb Montagewinkel Solaranlage Inselanlage Solarmodul 1200mm;140.36;;nem;;nem;utanpotlas uton;igen;44.44;https://www.solartronics.de/200-watt-12v-solar-set-20a-laderegler-gelb-montagewinkel-solaranlage-inselanlage-solarmodul-1200mm-200m20-wi;https://www.solartronics.de/media/image/b0/06/80/2x100W_1200mm_Set_Laderegler_Kabel_Stecker_Winkel_solartronics.jpg;2026-06-02;117.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596938;solartronics;nem;1
200M-20;200 Watt 12V Solar Set 20A Laderegler gelb Solaranlage Inselanlage Garten Camping Solarmodul 1200mm;130.84;;nem;;nem;utanpotlas uton;igen;44.44;https://www.solartronics.de/200-watt-12v-solar-set-20a-laderegler-gelb-solaranlage-inselanlage-garten-camping-solarmodul-1200mm-200m-20;https://www.solartronics.de/media/image/51/90/71/2x100W_1200mm_Set_Laderegler_Kabel_Stecker_solartronics.jpg;2026-09-10;109.95;brutto+netto (oldalrol);igen;nem;nem;;4260464594248;solartronics;nem;1
LR-BL-20A-P;20A Laderegler / 12V/24V blau;35.64;;nem;;igen;raktaron;igen;0.4;https://www.solartronics.de/solarladeregler/20a-laderegler/12v/24v-blau-lr-bl-20a-p;https://www.solartronics.de/media/image/87/b8/5c/Solartronics_Laderegler_Display_blau.jpg;2025-09-12;29.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590493;solartronics;nem;1
LR-GE-20A-P;20A Laderegler / G 12V/24V gelb;29.69;;nem;;igen;raktaron;igen;0.3;https://www.solartronics.de/solarladeregler/20a-laderegler/g-12v/24v-gelb-lr-ge-20a-p;https://www.solartronics.de/media/image/ae/47/64/Solar_Laderegler_gelb_20A_mit_Display_solartronics_1.jpg;2026-04-28;24.95;brutto+netto (oldalrol);igen;nem;nem;;4260464591773;solartronics;nem;1
2xM100-950x590-36V;2x100 Watt 36V Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanel;124.89;;nem;;igen;raktaron;igen;9.52;https://www.solartronics.de/2x100-watt-36v-mono-solarmodule-10-busbars-210mm-zellformat-solarpanel-2xm100-950x590-36v;https://www.solartronics.de/media/image/e6/5e/63/2x100Watt_950mm_36V_Solarmodul_1.jpg;2025-10-01;104.95;brutto+netto (oldalrol);igen;nem;nem;;4068508004315;solartronics;nem;1
2xM100-925x590-12V;2x100 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;88.0;;nem;;igen;raktaron;igen;11.4;https://www.solartronics.de/2x100-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-2xm100-925x590-12v;https://www.solartronics.de/media/image/f7/21/83/2x100W_925mm_Solarmodul.jpg;2025-08-29;73.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000034;solartronics;nem;1
2xM160-1400x590-12V;2x160 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;171.32;;nem;;igen;raktaron;igen;17.34;https://www.solartronics.de/2x160-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-2xm160-1400x590-12v;https://www.solartronics.de/media/image/df/1a/47/2x160Watt_1400mm_Solarmodul_1.jpg;2026-04-01;143.97;brutto+netto (oldalrol);igen;nem;nem;;4068508000485;solartronics;nem;1
2xM180-1200x775-36V;2x180 Watt 36V Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;231.88;;nem;;igen;raktaron;igen;19.54;https://www.solartronics.de/2x180-watt-36v-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-2xm180-1200x775-36v;https://www.solartronics.de/media/image/6e/cf/29/2x180Watt_36V_1200mm_Solarmodul_1.jpg;2025-10-29;194.86;brutto+netto (oldalrol);igen;nem;nem;;4068508000300;solartronics;nem;1
2xM180-1200x775-12V;2x180 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;195.59;;nem;;igen;raktaron;igen;19.54;https://www.solartronics.de/2x180-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-2xm180-1200x775-12v;https://www.solartronics.de/media/image/c6/25/80/2x180Watt_18V_1200mm_Solarpanel_1.jpg;2025-10-29;164.36;brutto+netto (oldalrol);igen;nem;nem;;4068508000393;solartronics;nem;1
2xM50-400x760-12V;2x50 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;80.86;;nem;;igen;raktaron;igen;6.4;https://www.solartronics.de/2x50-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-2xm50-400x760-12v;https://www.solartronics.de/media/image/f1/27/5b/2x50W_400mm_Solarmodul_1.jpg;2025-10-29;67.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000126;solartronics;nem;1
2xM60-590x570-12V;2x60 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanel;99.22;;nem;;igen;raktaron;igen;5.72;https://www.solartronics.de/2x60-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanel-2xm60-590x570-12v;https://www.solartronics.de/media/image/18/a3/b1/2x60Watt_590mm_Solarmodul_1.jpg;2025-08-28;83.38;brutto+netto (oldalrol);igen;nem;nem;;4068508004032;solartronics;nem;1
2xM80-1110x400-12V;2x80 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;85.62;;nem;;igen;raktaron;igen;8.8;https://www.solartronics.de/2x80-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-2xm80-1110x400-12v;https://www.solartronics.de/media/image/4e/39/86/2x80Watt_1110mm_Solarmodul_1.jpg;2026-05-27;71.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000218;solartronics;nem;1
300M30-WI;300 Watt 12V Solar Set 20A Laderegler gelb Montagewinkel Solaranlage Inselanlage Solarmodul 1200mm;311.95;;nem;;nem;utanpotlas uton;igen;44.44;https://www.solartronics.de/300-watt-12v-solar-set-20a-laderegler-gelb-montagewinkel-solaranlage-inselanlage-solarmodul-1200mm-300m30-wi;https://www.solartronics.de/media/image/a4/28/38/3x100W_1200mm_Set_Laderegler_Kabel_Stecker_Winkel_solartronics.jpg;2026-06-02;262.14;brutto+netto (oldalrol);igen;nem;nem;;4260464596945;solartronics;nem;1
LR-BL-30A-P;30A Laderegler / 12V/24V blau;47.54;;nem;;igen;raktaron;igen;0.42;https://www.solartronics.de/solarladeregler/30a-laderegler/12v/24v-blau-lr-bl-30a-p;https://www.solartronics.de/media/image/87/b8/5c/Solartronics_Laderegler_Display_blau.jpg;2025-09-12;39.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590509;solartronics;nem;1
LR-GE-30A-P;30A Laderegler / G 12V/24V gelb;47.54;;nem;;nem;nincs raktaron (beszerzes alatt);igen;0.4;https://www.solartronics.de/solarladeregler/30a-laderegler/g-12v/24v-gelb-lr-ge-30a-p;https://www.solartronics.de/media/image/91/a5/95/Solar_Laderegler_gelb_30A_40A_mit_Display_solartronics_1.jpg;2026-09-10;39.95;brutto+netto (oldalrol);igen;nem;nem;;4260464591766;solartronics;nem;1
3xM100-950x590-36V;3x100 Watt 36V Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanel;184.39;;nem;;igen;raktaron;igen;14.28;https://www.solartronics.de/3x100-watt-36v-mono-solarmodule-10-busbars-210mm-zellformat-solarpanel-3xm100-950x590-36v;https://www.solartronics.de/media/image/52/64/3a/3x100Watt_950mm_36V_Solarmodul_1.jpg;2025-09-11;154.95;brutto+netto (oldalrol);igen;nem;nem;;4068508004322;solartronics;nem;1
3xM100-925x590-12V;3x100 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;130.84;;nem;;igen;raktaron;igen;17.1;https://www.solartronics.de/3x100-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-3xm100-925x590-12v;https://www.solartronics.de/media/image/a5/32/de/3x100W_925mm_Solarmodul.jpg;2025-08-29;109.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000065;solartronics;nem;1
3xM160-1400x590-12V;3x160 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;256.97;;nem;;igen;raktaron;igen;26.01;https://www.solartronics.de/3x160-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-3xm160-1400x590-12v;https://www.solartronics.de/media/image/a1/8b/66/3x160Watt_1400mm_Solarmodul_1.jpg;2026-04-01;215.94;brutto+netto (oldalrol);igen;nem;nem;;4068508000515;solartronics;nem;1
3xM180-1200x775-36V;3x180 Watt 36V Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;347.82;;nem;;igen;raktaron;igen;29.31;https://www.solartronics.de/3x180-watt-36v-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-3xm180-1200x775-36v;https://www.solartronics.de/media/image/ca/20/34/3x180Watt_36V_1200mm_Solarmodul_1.jpg;2025-10-29;292.29;brutto+netto (oldalrol);igen;nem;nem;;4068508000331;solartronics;nem;1
3xM180-1200x775-12V;3x180 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;293.38;;nem;;igen;raktaron;igen;29.31;https://www.solartronics.de/3x180-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-3xm180-1200x775-12v;https://www.solartronics.de/media/image/77/37/ba/3x180Watt_18V_1200mm_Solarpanel_1.jpg;2025-10-29;246.54;brutto+netto (oldalrol);igen;nem;nem;;4068508000423;solartronics;nem;1
3xM50-400x760-12V;3x50 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;118.94;;nem;;igen;raktaron;igen;9.6;https://www.solartronics.de/3x50-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-3xm50-400x760-12v;https://www.solartronics.de/media/image/41/dc/09/3x50W_400mm_Solarmodul_1.jpg;2025-10-29;99.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000157;solartronics;nem;1
3xM60-590x570-12V;3x60 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanel;147.33;;nem;;igen;raktaron;igen;8.58;https://www.solartronics.de/3x60-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanel-3xm60-590x570-12v;https://www.solartronics.de/media/image/4f/4f/72/3x60Watt_590mm_Solarmodul_1.jpg;2025-08-28;123.81;brutto+netto (oldalrol);igen;nem;nem;;4068508004063;solartronics;nem;1
3xM80-1110x400-12V;3x80 Watt Mono Solarmodule 10 Busbars 210mm Zellformat Solarpanele;127.27;;nem;;igen;raktaron;igen;13.2;https://www.solartronics.de/3x80-watt-mono-solarmodule-10-busbars-210mm-zellformat-solarpanele-3xm80-1110x400-12v;https://www.solartronics.de/media/image/e8/87/a3/3x80Watt_1110mm_Solarmodul_2.jpg;2026-05-27;106.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000249;solartronics;nem;1
LR-BL-40A-P;40A Laderegler / 12V/24V blau;59.44;;nem;;igen;raktaron;igen;0.42;https://www.solartronics.de/solarladeregler/40a-laderegler/12v/24v-blau-lr-bl-40a-p;https://www.solartronics.de/media/image/87/b8/5c/Solartronics_Laderegler_Display_blau.jpg;2026-01-20;49.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596648;solartronics;nem;1
LR-GE-40A-P;40A Laderegler / G 12V/24V gelb;59.44;;nem;;nem;nincs raktaron (beszerzes alatt);igen;0.4;https://www.solartronics.de/solarladeregler/40a-laderegler/g-12v/24v-gelb-lr-ge-40a-p;https://www.solartronics.de/media/image/91/a5/95/Solar_Laderegler_gelb_30A_40A_mit_Display_solartronics_1.jpg;2026-09-10;49.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596792;solartronics;nem;1
LRK-4mm-1m;4mm² Profi-Verbindungskabel für Laderegler und Solarmodule;9.9;;nem;;igen;raktaron;igen;0.15;https://www.solartronics.de/4mm2-profi-verbindungskabel-fuer-laderegler-und-solarmodule-lrk-4mm-1m;https://www.solartronics.de/media/image/92/3c/11/Ladereglerkabel_Verbindungskabel_4mm_6mm_solartronics_2.jpg;2026-04-15;8.32;brutto+netto (oldalrol);nem;igen;igen;1 Meter;4260464592879;solartronics;nem;1
M50-400x760-12V;50 Watt Mono Solarmodul 10 Busbars 210mm Zellformat Solarpanel;42.78;;nem;;igen;raktaron;igen;3.2;https://www.solartronics.de/50-watt-mono-solarmodul-10-busbars-210mm-zellformat-solarpanel-m50-400x760-12v;https://www.solartronics.de/media/image/c3/1a/bc/50Watt_400mm_Solarmodul_1.jpg;2025-10-29;35.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000096;solartronics;nem;1
LR-BL-50A-P;50A Laderegler / 12V/24V blau;65.39;;nem;;igen;raktaron;igen;0.5;https://www.solartronics.de/solarladeregler/50a-laderegler/12v/24v-blau-lr-bl-50a-p;https://www.solartronics.de/media/image/87/b8/5c/Solartronics_Laderegler_Display_blau.jpg;2025-09-12;54.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596822;solartronics;nem;1
M60-590x570-12V;60 Watt Mono Solarmodul 10 Busbars 210mm Zellformat Solarpanel;51.11;;nem;;igen;raktaron;igen;2.86;https://www.solartronics.de/60-watt-mono-solarmodul-10-busbars-210mm-zellformat-solarpanel-m60-590x570-12v;https://www.solartronics.de/media/image/9a/72/35/60Watt_590mm_Solarmodul_1.jpg;2025-08-28;42.95;brutto+netto (oldalrol);igen;nem;nem;;4068508004001;solartronics;nem;1
LR-BL-60A-P;60A Laderegler / 12V/24V blau;71.34;;nem;;nem;nincs raktaron (beszerzes alatt);igen;0.55;https://www.solartronics.de/solarladeregler/60a-laderegler/12v/24v-blau-lr-bl-60a-p;https://www.solartronics.de/media/image/87/b8/5c/Solartronics_Laderegler_Display_blau.jpg;2026-07-22;59.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596617;solartronics;nem;1
LRK-6mm-1m;6mm² Profi-Verbindungskabel für Laderegler und Solarmodule mit Stecker und Aderendhülse;9.95;;nem;;igen;raktaron;igen;0.18;https://www.solartronics.de/6mm2-profi-verbindungskabel-fuer-laderegler-und-solarmodule-mit-stecker-und-aderendhuelse-lrk-6mm-1m;https://www.solartronics.de/media/image/92/3c/11/Ladereglerkabel_Verbindungskabel_4mm_6mm_solartronics_2.jpg;2026-09-17;8.36;brutto+netto (oldalrol);nem;igen;igen;1 Meter;4260464595511;solartronics;nem;1
M80-1110x400-12V;80 Watt Mono Solarmodul 10 Busbars 210mm Zellformat Solarpanel;46.35;;nem;;igen;raktaron;igen;4.52;https://www.solartronics.de/80-watt-mono-solarmodul-10-busbars-210mm-zellformat-solarpanel-m80-1110x400-12v;https://www.solartronics.de/media/image/c1/c9/14/80Watt_1110mm_Solarmodul_1.jpg;2026-05-27;38.95;brutto+netto (oldalrol);igen;nem;nem;;4068508000188;solartronics;nem;1
91414;91414 CEE Schuko Adapter Set 230V 16A Stecker Kupplung Verteiler 3-polig IP44;14.9;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/91414-cee-schuko-adapter-set-230v-16a-stecker-kupplung-verteiler-3-polig-ip44-91414;https://www.solartronics.de/media/image/4b/4d/43/solartronics_Set_230V_16A_Stecker_Kupplung_Verteiler_3-polig_IP44_2.jpg;2026-07-02;12.52;brutto (netto szamitott, 19% MwSt);igen;nem;nem;1 Stück;4260464591414;solartronics;nem;1
91612;91612 CEE Kombi Wandsteckdose 16A 230V 380V IP44 5 polig;14.48;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/91612-cee-kombi-wandsteckdose-16a-230v-380v-ip44-5-polig-91612;https://www.solartronics.de/media/image/55/90/e1/16a-schuco-01.jpg;2025-10-07;12.17;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464591612;solartronics;nem;1
91643;91643 CEE Aufbau Wandsteckdose 16A 400V IP67 mit Klappdeckel Schraubdeckel 5-polig;13.95;;nem;;igen;raktaron;igen;0.32;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/91643-cee-aufbau-wandsteckdose-16a-400v-ip67-mit-klappdeckel-schraubdeckel-5-polig-91643;https://www.solartronics.de/media/image/df/51/b7/91643_CEE_Starkstrom_Wandsteckdose_16A_400V_IP67_5-polig_Outdoor_1.jpg;2026-08-26;11.72;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464512181;solartronics;nem;1
SP-615;Adapter Stromverteiler CEE 16A 3 x 400V - Baustromverteiler Verteiler;27.95;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/verteiler-und-adapter/adapter-stromverteiler-cee-16a-3-x-400v-baustromverteiler-verteiler-sp-615;https://www.solartronics.de/media/image/fe/35/cd/SP-615-1.jpg;2026-02-26;23.49;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464590899;solartronics;nem;1
STBK3;Batterieklemmen 12V 24V TYP STBK3 Autobatterie Solarbatterie Polklemmen Massiv;5.9;;nem;;igen;raktaron;igen;0.13;https://www.solartronics.de/zubehoer/batterieklemmen/batterieklemmen-12v-24v-typ-stbk3-autobatterie-solarbatterie-polklemmen-massiv-stbk3;https://www.solartronics.de/media/image/91/d4/2d/Batterieklemmen_Typ_STBK3_Autobatterie_Solarbatterie_Polklemmen_1_2.jpg;2026-09-01;4.96;brutto (netto szamitott, 19% MwSt);nem;igen;igen;;4260464595740;solartronics;nem;1
60STBK1x5-a;Batterieklemmen 12V 24V Typ STBK1 Autobatterie Solarbatterie Polklemmen Massiv;6.45;;nem;;igen;raktaron;igen;0.55;https://www.solartronics.de/batterieklemmen-12v-24v-typ-stbk1-autobatterie-solarbatterie-polklemmen-massiv-60stbk1x5-a;https://www.solartronics.de/media/image/0e/c9/52/Batterieklemmen_Typ_STBK1_Autobatterie_Solarbatterie_Polklemmen_1_2.jpg;2026-09-10;5.42;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464596297;solartronics;nem;1
060STBK1;Batterieklemmen 12V 24V Typ STBK1 Autobatterie Solarbatterie Polklemmen Massiv;1.9;;nem;;nem;nincs raktaron (beszerzes alatt);igen;0.11;https://www.solartronics.de/zubehoer/batterieklemmen/batterieklemmen-12v-24v-typ-stbk1-autobatterie-solarbatterie-polklemmen-massiv-060stbk1;https://www.solartronics.de/media/image/0e/c9/52/Batterieklemmen_Typ_STBK1_Autobatterie_Solarbatterie_Polklemmen_1_2.jpg;2025-11-18;1.6;brutto (netto szamitott, 19% MwSt);nem;nem;igen;;4260464590974;solartronics;nem;1
060STBK2;Batterieklemmen 12V 24V Typ STBK2 Autobatterie Solarbatterie Polklemmen Massiv;1.9;;nem;;igen;raktaron;igen;0.12;https://www.solartronics.de/zubehoer/batterieklemmen/batterieklemmen-12v-24v-typ-stbk2-autobatterie-solarbatterie-polklemmen-massiv-060stbk2;https://www.solartronics.de/media/image/9e/51/a0/Batterieklemmen_Typ_STBK2_Autobatterie_Solarbatterie_Polklemmen_1_2.jpg;2025-11-18;1.6;brutto (netto szamitott, 19% MwSt);nem;nem;igen;;4260464590981;solartronics;nem;1
SP-A11MS1-02;Baustromverteiler 4 x 230V, 2 x 400V 16A, 1 x 400V 32A;79.95;;nem;;igen;raktaron;igen;4.0;https://www.solartronics.de/stromverteiler-230v-400v/verteiler-und-adapter/baustromverteiler-4-x-230v-2-x-400v-16a-1-x-400v-32a-sp-a11ms1-02;https://www.solartronics.de/media/image/c1/a6/cf/SP-A11MS1-02.jpg;2026-03-23;67.18;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464590073;solartronics;nem;1
SP-A11MS1-01;Baustromverteiler 4 x 230V, 2 x 400V 16A, 1 x 400V 32A mit FI-Schutzschalter;88.95;;nem;;igen;raktaron;igen;4.0;https://www.solartronics.de/stromverteiler-230v-400v/verteiler-und-adapter/baustromverteiler-4-x-230v-2-x-400v-16a-1-x-400v-32a-mit-fi-schutzschalter-sp-a11ms1-01;https://www.solartronics.de/media/image/5e/74/41/baustromverteiler-4-x-230v-2-x-400v-16a-1-x-400v-32a-mit-fi-schutzschalter_1.jpg;2026-04-20;74.75;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464590936;solartronics;nem;1
SP-1605A;Baustromverteiler Starkstrom Schuko Adapter Verteiler 3 x 230V 1 x 400 V 5-polig 16A Outdoor;27.95;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/verteiler-und-adapter/baustromverteiler-starkstrom-schuko-adapter-verteiler-3-x-230v-1-x-400-v-5-polig-16a-outdoor-sp-1605a;https://www.solartronics.de/media/image/17/97/87/SP-1605A-1.jpg;2026-07-28;23.49;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464590912;solartronics;nem;1
91445;CEE Adapter 16A 3 x 400V 16A Baustromverteiler Stecker Kupplung Verteiler 5-polig IP44 91445;47.95;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/verteiler-und-adapter/cee-adapter-16a-3-x-400v-16a-baustromverteiler-stecker-kupplung-verteiler-5-polig-ip44-91445-91445;https://www.solartronics.de/media/image/59/43/e2/cee-adapter-16a-400v-3-x-16a-baustromverteiler_1.jpg;2026-09-10;40.29;brutto (netto szamitott, 19% MwSt);igen;nem;nem;1;4260464591445;solartronics;nem;1
SP-625;CEE Adapter Starkstrom Stromverteiler 32A 3 x 400V 5-polig Baustromverteiler Verteiler IP44;28.9;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/verteiler-und-adapter/cee-adapter-starkstrom-stromverteiler-32a-3-x-400v-5-polig-baustromverteiler-verteiler-ip44-sp-625;https://www.solartronics.de/media/image/1e/f5/50/SP-625-1.jpg;2026-03-03;24.29;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464590905;solartronics;nem;1
SP-A6Mc-P015;CEE Baustromverteiler Starkstrom Schuko Adapter 4 x 230V 2 x 400 V 5-polig 16A IP44 SP-A6Mc-P015;48.95;;nem;;igen;raktaron;igen;3.0;https://www.solartronics.de/stromverteiler-230v-400v/verteiler-und-adapter/cee-baustromverteiler-starkstrom-schuko-adapter-4-x-230v-2-x-400-v-5-polig-16a-ip44-sp-a6mc-p015-sp-a6mc-p015;https://www.solartronics.de/media/image/57/ca/21/temp55474_2m9qUkVvPr79Bn.jpg;2026-07-07;41.13;brutto (netto szamitott, 19% MwSt);igen;nem;nem;;4260464594576;solartronics;nem;1
SP-C2-P0-151;CEE-Verteilerset 16A 400V – Stecker & Kupplung für Baustrom;12.95;;nem;;igen;raktaron;igen;1.0;https://www.solartronics.de/stromverteiler-230v-400v/stecker-und-kuplungen/cee-verteilerset-16a-400v-stecker-kupplung-fuer-baustrom-sp-c2-p0-151;https://www.solartronics.de/media/image/10/c4/1f/solartronics-baustromverteilerset-1-paar-5-polig-maennlich-weiblich-stromverteiler-230v-400v-16a-ip44-SP-C2-P0-151-set-uebersicht.jpg;2026-05-15;10.88;brutto (netto szamitott, 19% MwSt);nem;nem;igen;;4068508017070;solartronics;nem;1
