# forras=https://www.solartronics.de generalva=2026-09-19T09:38:52Z penznem=EUR ar=brutto_kiskereskedelmi_inkl_MwSt termek_db=434 keszleten=344
cikkszam;nev;ar;listaar;akcios;kedvezmeny_szazalek;keszleten_van;keszlet_statusz;rendelheto;suly_kg;url;fokep_url;utolso_modositas;netto_ar;ar_tipus;ar_fix;tol_ar;variansos;kiszereles;ean;marka;duplikalt_cikkszam;duplikalt_db
FS2000DR24V;Spannungswandler FS2000DR 24V 2000 Watt reiner Sinus BLAU Inverter Fernbedienung optional;289.95;;nem;;igen;raktaron;igen;5.6;https://www.solartronics.de/spannungswandler-fs2000dr-24v-2000-watt-reiner-sinus-blau-inverter-fernbedienung-optional-fs2000dr24v;https://www.solartronics.de/media/image/4e/0b/74/FS2000DR_Spannungswandler_24V_1.jpg;2025-11-20;243.66;brutto+netto (oldalrol);nem;nem;igen;;4260464594637;solartronics;nem;1
FS2500D-12V;Spannungswandler FS2500D 12V 2500 Watt reiner Sinus BLAU m. Display;399.0;;nem;;igen;raktaron;igen;6.45;https://www.solartronics.de/spannungswandler-fs2500d-12v-2500-watt-reiner-sinus-blau-m.-display-fs2500d-12v;https://www.solartronics.de/media/image/dd/45/58/FS2500D_1.jpg;2026-09-10;335.29;brutto+netto (oldalrol);nem;nem;igen;;4260464595399;solartronics;nem;1
FS2500D24V;Spannungswandler FS2500D 24V 2500 Watt reiner Sinus BLAU m. Display;409.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/spannungswandler-fs2500d-24v-2500-watt-reiner-sinus-blau-m.-display-fs2500d24v;https://www.solartronics.de/media/image/dd/45/58/FS2500D_1.jpg;2025-10-06;344.5;brutto+netto (oldalrol);igen;nem;nem;;4260464597997;solartronics;nem;1
FS2500DR24V;Spannungswandler FS2500DR 24V 2500 Watt reiner Sinus BLAU Inverter;409.95;;nem;;igen;raktaron;igen;;https://www.solartronics.de/spannungswandler-fs2500dr-24v-2500-watt-reiner-sinus-blau-inverter-fs2500dr24v;https://www.solartronics.de/media/image/b5/14/7b/112-fs1500d-24v-rein-01.jpg;2026-09-10;344.5;brutto+netto (oldalrol);igen;nem;nem;;;solartronics;nem;1
FS3000D12V;Spannungswandler FS3000D 12V 3000 Watt reiner Sinus BLAU m. Display;495.0;;nem;;nem;nincs raktaron (beszerzes alatt);igen;8.0;https://www.solartronics.de/spannungswandler-fs3000d-12v-3000-watt-reiner-sinus-blau-m.-display-fs3000d12v;https://www.solartronics.de/media/image/9a/0e/89/118-fs3000d-12v-rein-01.jpg;2026-02-03;415.97;brutto+netto (oldalrol);igen;nem;nem;;4260464592213;solartronics;nem;1
FS3000D24V;Spannungswandler FS3000D 24V 3000 Watt reiner Sinus BLAU m. Display;327.25;;nem;;igen;raktaron;igen;10.0;https://www.solartronics.de/spannungswandler-fs3000d-24v-3000-watt-reiner-sinus-blau-m.-display-fs3000d24v;https://www.solartronics.de/media/image/15/d7/73/114-fs3000d-24v-rein-01.jpg;2026-09-17;275.0;brutto+netto (oldalrol);igen;nem;nem;;4260464592176;solartronics;nem;1
FS3000D48V;Spannungswandler FS3000D 48V 230V 3000 Watt reiner Sinus BLAU mit Display;515.0;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/spannungswandler-fs3000d-48v-230v-3000-watt-reiner-sinus-blau-mit-display-fs3000d48v;https://www.solartronics.de/media/image/9a/0e/89/118-fs3000d-12v-rein-01.jpg;2025-10-06;432.77;brutto+netto (oldalrol);igen;nem;nem;;4260464596877;solartronics;nem;1
FS3000DR12V;Spannungswandler FS3000DR 12V zu 230V 3000 Watt reiner Sinus BLAU Fernbedienung optional;495.0;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/spannungswandler-fs3000dr-12v-zu-230v-3000-watt-reiner-sinus-blau-fernbedienung-optional-fs3000dr12v;https://www.solartronics.de/media/image/36/44/56/FS3000DR_Spannungswandler_12V_1.jpg;2026-09-10;415.97;brutto+netto (oldalrol);nem;nem;igen;;4260464596433;solartronics;nem;1
FS3000DR24V;Spannungswandler FS3000DR 24V zu 230V 3000 Watt reiner Sinus BLAU Fernbedienung optional;495.0;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/spannungswandler-fs3000dr-24v-zu-230v-3000-watt-reiner-sinus-blau-fernbedienung-optional-fs3000dr24v;https://www.solartronics.de/media/image/36/44/56/FS3000DR_Spannungswandler_12V_1.jpg;2025-10-06;415.97;brutto+netto (oldalrol);nem;nem;igen;;4260464596471;solartronics;nem;1
FS4000D12V;Spannungswandler FS4000D 12V 4000 Watt reiner Sinus BLAU m. Display;585.0;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/spannungswandler-fs4000d-12v-4000-watt-reiner-sinus-blau-m.-display-fs4000d12v;https://www.solartronics.de/media/image/a6/fe/cc/133-fs4000d-12v-rein-01.jpg;2025-08-28;491.6;brutto+netto (oldalrol);igen;nem;nem;;( 2;solartronics;nem;1
FS4000D24V;Spannungswandler FS4000D 24V 4000 Watt reiner Sinus BLAU m. Display;595.0;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/spannungswandler-fs4000d-24v-4000-watt-reiner-sinus-blau-m.-display-fs4000d24v;https://www.solartronics.de/media/image/f3/fa/94/134-fs4000d-24v-rein-02.jpg;2025-10-06;500.0;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
FS4000D48V;Spannungswandler FS4000D 48V 230V 4000 Watt reiner Sinus BLAU mit Display;625.0;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/spannungswandler-fs4000d-48v-230v-4000-watt-reiner-sinus-blau-mit-display-fs4000d48v;https://www.solartronics.de/media/image/f3/fa/94/134-fs4000d-24v-rein-02.jpg;2025-10-06;525.21;brutto+netto (oldalrol);igen;nem;nem;;4260464596884;solartronics;nem;1
FS4000DR12V;Spannungswandler FS4000DR 12V 4000 Watt reiner Sinus BLAU Fernbedienung optional;585.0;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/spannungswandler-fs4000dr-12v-4000-watt-reiner-sinus-blau-fernbedienung-optional-fs4000dr12v;https://www.solartronics.de/media/image/a8/8b/2a/FS4000DR_Spannungswandler_12V_2.jpg;2025-10-24;491.6;brutto+netto (oldalrol);nem;nem;igen;;4260464596167;solartronics;nem;1
FS4000DR24V;Spannungswandler FS4000DR 24V zu 230V 4000 Watt reiner Sinus BLAU Fernbedienung optional;585.0;;nem;;igen;raktaron;igen;8.0;https://www.solartronics.de/spannungswandler-fs4000dr-24v-zu-230v-4000-watt-reiner-sinus-blau-fernbedienung-optional-fs4000dr24v;https://www.solartronics.de/media/image/a8/8b/2a/FS4000DR_Spannungswandler_12V_2.jpg;2026-03-03;491.6;brutto+netto (oldalrol);nem;nem;igen;;4260464596518;solartronics;nem;1
FS600D12V;Spannungswandler FS600D 12V 600 Watt reiner Sinus BLAU m. Display;104.95;;nem;;igen;raktaron;igen;2.15;https://www.solartronics.de/spannungswandler-fs600d-12v-600-watt-reiner-sinus-blau-m.-display-fs600d12v;https://www.solartronics.de/media/image/ea/72/0a/132-fs600d-12v-rein-01.jpg;2025-08-28;88.19;brutto+netto (oldalrol);igen;nem;nem;;( 2;solartronics;nem;1
FS600DR24V;Spannungswandler FS600DR 24V 600 Watt reiner Sinus BLAU Inverter;99.95;;nem;;nem;utanpotlas uton;igen;2.15;https://www.solartronics.de/spannungswandler-fs600dr-24v-600-watt-reiner-sinus-blau-inverter-fs600dr24v;https://www.solartronics.de/media/image/e4/18/85/128-fs600dr-24v-rein-01.jpg;2026-07-08;83.99;brutto+netto (oldalrol);igen;nem;nem;;4260464594613;solartronics;nem;1
NM100012V;Spannungswandler NM 12V 1000 Watt;74.91;;nem;;igen;raktaron;igen;2.5;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-nm-12v-1000-watt-nm100012v;https://www.solartronics.de/media/image/57/54/bb/NM1000_1000_Watt_12V_Spannungswandler_Wechselrichter_solartronics_1.jpg;2026-08-10;62.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596082;solartronics;nem;1
NM30012V;Spannungswandler NM 12V 300 Watt;31.95;;nem;;igen;raktaron;igen;0.6;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-nm-12v-300-watt-nm30012v;https://www.solartronics.de/media/image/57/90/b1/NM300_300_Watt_12V_Spannungswandler_Wechselrichter_solartronics_1.jpg;2026-06-22;26.85;brutto+netto (oldalrol);igen;nem;nem;;4260464590011;solartronics;nem;1
NM300012V;Spannungswandler NM 12V 3000 Watt;208.19;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-nm-12v-3000-watt-nm300012v;https://www.solartronics.de/media/image/82/40/7b/NM3000_12V_3000w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-08-10;174.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590073;solartronics;nem;1
NM400012V;Spannungswandler NM 12V 4000 Watt;279.59;;nem;;igen;raktaron;igen;10.0;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-nm-12v-4000-watt-nm400012v;https://www.solartronics.de/media/image/8f/ac/c2/NM4000_12V_4000w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-08-10;234.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590080;solartronics;nem;1
NM500012V;Spannungswandler NM 12V 5000 Watt;356.94;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-nm-12v-5000-watt-nm500012v;https://www.solartronics.de/media/image/15/9a/d2/solartronics_Spannungswandler_NM5000_12V_5000_Watt_1.jpg;2026-08-10;299.95;brutto+netto (oldalrol);igen;nem;nem;;4260464591230;solartronics;nem;1
NM60012V;Spannungswandler NM 12V 600 Watt;39.95;;nem;;igen;raktaron;igen;1.1;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-nm-12v-600-watt-nm60012v;https://www.solartronics.de/media/image/d3/92/17/spannungswandler-nm-12v-600-watt_1.jpg;2026-08-10;33.57;brutto+netto (oldalrol);igen;nem;nem;;4260464590028;solartronics;nem;1
NM200012V;Spannungswandler NM 12V auf 230V 2000 / 4000 Watt Wechselrichter modifiziert USB schwarz;139.0;;nem;;igen;raktaron;igen;6.0;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-nm-12v-auf-230v-2000/4000-watt-wechselrichter-modifiziert-usb-schwarz-nm200012v;https://www.solartronics.de/media/image/8b/89/64/NM2000_12V_2000w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-08-10;116.81;brutto+netto (oldalrol);igen;nem;nem;;4260464590059;solartronics;nem;1
0124101;Spannungswandler NM 24V 1000 Watt;77.95;;nem;;igen;raktaron;igen;2.5;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-1000-watt-0124101;https://www.solartronics.de/media/image/a4/52/79/spannungswandler-nm-24v-1000-watt_1.jpg;2026-09-10;65.5;brutto+netto (oldalrol);igen;nem;nem;;4260464590127;solartronics;nem;1
124151;Spannungswandler NM 24V 1500 Watt;92.76;;nem;;igen;raktaron;igen;3.0;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-1500-watt-124151;https://www.solartronics.de/media/image/5a/9b/37/NM1500_24V_1500w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-09-10;77.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590134;solartronics;nem;1
0124201;Spannungswandler NM 24V 2000 Watt;147.5;;nem;;igen;raktaron;igen;6.0;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-2000-watt-0124201;https://www.solartronics.de/media/image/fa/42/27/NM2000_24V_2000w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-09-10;123.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596075;solartronics;nem;1
0124251;Spannungswandler NM 24V 2500 Watt;166.54;;nem;;igen;raktaron;igen;4.9;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-2500-watt-0124251;https://www.solartronics.de/media/image/7f/a3/6a/spannungswandler-nm-24v-2500-watt_1.jpg;2026-09-10;139.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590158;solartronics;nem;1
12403;Spannungswandler NM 24V 300 Watt;34.45;;nem;;igen;raktaron;igen;0.8;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-300-watt-12403;https://www.solartronics.de/media/image/96/89/94/NM300_24V_300w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-09-10;28.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590103;solartronics;nem;1
124301;Spannungswandler NM 24V 3000 Watt;208.19;;nem;;igen;raktaron;igen;6.9;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-3000-watt-124301;https://www.solartronics.de/media/image/af/32/9f/NM3000_24V_3000w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-09-10;174.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590165;solartronics;nem;1
0124401;Spannungswandler NM 24V 4000 Watt;279.59;;nem;;igen;raktaron;igen;10.0;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-4000-watt-0124401;https://www.solartronics.de/media/image/22/g0/f4/NM4000_24V_4000w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-09-10;234.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590172;solartronics;nem;1
0124501;Spannungswandler NM 24V 5000 Watt;356.94;;nem;;igen;raktaron;igen;10.0;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-5000-watt-0124501;https://www.solartronics.de/media/image/15/9a/d2/solartronics_Spannungswandler_NM5000_12V_5000_Watt_1.jpg;2026-09-10;299.95;brutto+netto (oldalrol);igen;nem;nem;;4260464591209;solartronics;nem;1
0124061;Spannungswandler NM 24V 600 Watt;40.4;;nem;;igen;raktaron;igen;1.1;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-nm-24v-600-watt-0124061;https://www.solartronics.de/media/image/59/17/fa/NM600_24V_600w_Spannungswandler_modifiziert_schwarz_solartronics_1.jpg;2026-09-10;33.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590110;solartronics;nem;1
0212101GE;Spannungswandler NP 12V 1000 Watt Power USB 2.1A reiner SINUS Gold Edition;95.14;;nem;;igen;raktaron;igen;3.2;https://www.solartronics.de/spannungswandler-np-12v-1000-watt-power-usb-2.1a-reiner-sinus-gold-edition-0212101ge;https://www.solartronics.de/media/image/3c/1f/d0/spannungswandler-np-12v-1000-watt-power-usb-2-1a-reiner-sinus-gold-edition_1.jpg;2026-09-11;79.95;brutto+netto (oldalrol);igen;nem;nem;;( 3;solartronics;nem;1
0212151GE;Spannungswandler NP 12V 1500 Watt Power USB 2.1A reiner SINUS Gold Edition;142.74;;nem;;igen;raktaron;igen;5.9;https://www.solartronics.de/spannungswandler-np-12v-1500-watt-power-usb-2.1a-reiner-sinus-gold-edition-0212151ge;https://www.solartronics.de/media/image/c4/e9/42/temp__57_1__2e2hmukNw0esrT.jpg;2026-09-11;119.95;brutto+netto (oldalrol);igen;nem;nem;;4260464591315;solartronics;nem;1
0212201GE;Spannungswandler NP 12V 2000 Watt Power USB 2.1A reiner SINUS Gold Edition;249.84;;nem;;igen;raktaron;igen;4.5;https://www.solartronics.de/spannungswandler-np-12v-2000-watt-power-usb-2.1a-reiner-sinus-gold-edition-0212201ge;https://www.solartronics.de/media/image/d5/f1/77/spannungswandler-np-12v-2000-watt-power-usb-2-1a-reiner-sinus-gold-edition_5.jpg;2026-09-11;209.95;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
0212251GE;Spannungswandler NP 12V 2500 Watt reiner SINUS Gold Edition USB;248.71;;nem;;igen;raktaron;igen;6.7;https://www.solartronics.de/spannungswandler-np-12v-2500-watt-reiner-sinus-gold-edition-usb-0212251ge;https://www.solartronics.de/media/image/7c/6c/76/spannungswandler-np-12v-2500-watt-reiner-sinus-gold-edition_1.jpg;2026-09-11;209.0;brutto+netto (oldalrol);igen;nem;nem;;4260464591735;solartronics;nem;1
0212031GE;Spannungswandler NP 12V 300 Watt Power USB 2.1A reiner SINUS Gold Edition;47.54;;nem;;igen;raktaron;igen;1.6;https://www.solartronics.de/spannungswandler-np-12v-300-watt-power-usb-2.1a-reiner-sinus-gold-edition-0212031ge;https://www.solartronics.de/media/image/58/5b/e1/spannungswandler-np-12v-300-watt-power-usb-2-1a-reiner-sinus-gold-edition_3.jpg;2026-09-11;39.95;brutto+netto (oldalrol);igen;nem;nem;;4260464591599;solartronics;nem;1
0212301GE;Spannungswandler NP 12V 3000 Watt reiner SINUS Gold Edition USB;297.44;;nem;;nem;nincs raktaron (beszerzes alatt);igen;7.0;https://www.solartronics.de/spannungswandler-np-12v-3000-watt-reiner-sinus-gold-edition-usb-0212301ge;https://www.solartronics.de/media/image/83/49/3c/wandler-12v-3000w-ge-1.jpg;2026-09-11;249.95;brutto+netto (oldalrol);igen;nem;nem;;4260464591353;solartronics;nem;1
20-0212401GE;Spannungswandler NP 12V 4000 Watt reiner SINUS Gold Edition;585.0;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/spannungswandler-np-12v-4000-watt-reiner-sinus-gold-edition-20-0212401ge;https://www.solartronics.de/media/image/08/30/4b/wan-np4000-12v-00.jpg;2025-10-06;491.6;brutto+netto (oldalrol);igen;nem;nem;;4260464592718;solartronics;nem;1
0212061GE;Spannungswandler NP 12V 600 Watt Power USB 2.1A reiner SINUS Gold Edition;70.91;;nem;;igen;raktaron;igen;2.2;https://www.solartronics.de/spannungswandler-np-12v-600-watt-power-usb-2.1a-reiner-sinus-gold-edition-0212061ge;https://www.solartronics.de/media/image/e4/27/3a/spannungswandler-np-12v-600-watt-power-usb-2-1a-reiner-sinus-gold-edition_1.jpg;2026-09-11;59.59;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
0224101GE;Spannungswandler NP 24V 1000 Watt Power USB 2.1A reiner SINUS Gold Edition;137.95;;nem;;igen;raktaron;igen;3.2;https://www.solartronics.de/spannungswandler-np-24v-1000-watt-power-usb-2.1a-reiner-sinus-gold-edition-0224101ge;https://www.solartronics.de/media/image/71/00/0b/spannungswandler-np-24v-1000-watt-power-usb-2-1a-reiner-sinus-gold-edition_122fhRYm6icHgr.jpg;2026-09-11;115.92;brutto+netto (oldalrol);igen;nem;nem;;4260464591759;solartronics;nem;1
0224151GE;Spannungswandler NP 24V 1500 Watt Power USB 2.1A reiner SINUS Gold Edition;194.95;;nem;;igen;raktaron;igen;5.9;https://www.solartronics.de/spannungswandler-np-24v-1500-watt-power-usb-2.1a-reiner-sinus-gold-edition-0224151ge;https://www.solartronics.de/media/image/0f/ab/c0/spannungswandler-np-24v-1500-watt-power-usb-2-1a-reiner-sinus-gold-edition_1.jpg;2026-09-11;163.82;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
0224201GE;Spannungswandler NP 24V 2000 Watt Power USB 2.1A reiner SINUS Gold Edition;288.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;6.35;https://www.solartronics.de/spannungswandler-np-24v-2000-watt-power-usb-2.1a-reiner-sinus-gold-edition-0224201ge;https://www.solartronics.de/media/image/5c/b4/0f/tempimg_54376vujZvHeCKXNw.jpg;2026-09-11;242.82;brutto+netto (oldalrol);igen;nem;nem;;4260464591346;solartronics;nem;1
0224251GE;Spannungswandler NP 24V 2500 Watt reiner SINUS Gold Edition USB;409.0;;nem;;igen;raktaron;igen;6.7;https://www.solartronics.de/spannungswandler-np-24v-2500-watt-reiner-sinus-gold-edition-usb-0224251ge;https://www.solartronics.de/media/image/33/bd/a3/spannungswandler-np-24v-2500-watt-reiner-sinus-gold-edition_1.jpg;2026-09-11;343.7;brutto+netto (oldalrol);igen;nem;nem;;4260464591728;solartronics;nem;1
0224031GE;Spannungswandler NP 24V 300 Watt reiner SINUS gold Edition;89.9;;nem;;igen;raktaron;igen;1.6;https://www.solartronics.de/spannungswandler-np-24v-300-watt-reiner-sinus-gold-edition-0224031ge;https://www.solartronics.de/media/image/88/7c/1d/300W-01.jpg;2026-09-11;75.55;brutto+netto (oldalrol);igen;nem;nem;;4260464596730;solartronics;nem;1
0224301GE;Spannungswandler NP 24V 3000 Watt reiner SINUS Gold Edition;510.0;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/spannungswandler-np-24v-3000-watt-reiner-sinus-gold-edition-0224301ge;https://www.solartronics.de/media/image/7a/10/ee/wandler-24v-3000w-ge-4.jpg;2026-09-11;428.57;brutto+netto (oldalrol);igen;nem;nem;;4260464594583;solartronics;nem;1
0224401GE2;Spannungswandler NP 24V 4000 Watt reiner SINUS Gold Edition;595.0;;nem;;igen;raktaron;igen;7.0;https://www.solartronics.de/spannungswandler-np-24v-4000-watt-reiner-sinus-gold-edition-0224401ge2;https://www.solartronics.de/media/image/de/ab/44/wan-np4000-00.jpg;2026-09-11;500.0;brutto+netto (oldalrol);igen;nem;nem;;4260464592701;solartronics;nem;1
0224061GE;Spannungswandler NP 24V 600 Watt Power USB 2.1A reiner SINUS Gold Edition;109.95;;nem;;igen;raktaron;igen;2.2;https://www.solartronics.de/spannungswandler-np-24v-600-watt-power-usb-2.1a-reiner-sinus-gold-edition-0224061ge;https://www.solartronics.de/media/image/36/1d/33/spannungswandler-np-24v-600-watt-power-usb-2-1a-reiner-sinus-gold-edition_1.jpg;2026-09-11;92.39;brutto+netto (oldalrol);igen;nem;nem;;4260464591742;solartronics;nem;1
NS1000W12V;Spannungswandler NS 12V 1000 Watt;67.76;;nem;;igen;raktaron;igen;2.5;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-ns-12v-1000-watt-ns1000w12v;https://www.solartronics.de/media/image/d1/60/16/spannungswandler-ns-12v-1000-watt_1.jpg;2025-10-07;56.94;brutto+netto (oldalrol);igen;nem;nem;;4260464590370;solartronics;nem;1
NS15000W12V;Spannungswandler NS 12V 1500 Watt;85.5;;nem;;igen;raktaron;igen;2.8;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-ns-12v-1500-watt-ns15000w12v;https://www.solartronics.de/media/image/28/d5/df/spannungswandler-ns-12v-1500-watt_1.jpg;2025-10-07;71.85;brutto+netto (oldalrol);igen;nem;nem;;4260464590387;solartronics;nem;1
NS1500W12V-FB;Spannungswandler NS 12V 1500/3000 Watt incl. Kabelfernbedienung;124.85;;nem;;igen;raktaron;igen;2.8;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-ns-12v-1500/3000-watt-incl.-kabelfernbedienung-ns1500w12v-fb;https://www.solartronics.de/media/image/79/99/b6/tempimg_7180__1.jpg;2025-10-07;104.92;brutto+netto (oldalrol);igen;nem;nem;;4068508014741;solartronics;nem;1
NS2000W12V;Spannungswandler NS 12V 2000 Watt;139.95;;nem;;igen;raktaron;igen;5.4;https://www.solartronics.de/spannungswandler-ns-12v-2000-watt-ns2000w12v;https://www.solartronics.de/media/image/46/54/b3/NS2000W12VMAIN.jpg;2025-10-07;117.61;brutto+netto (oldalrol);igen;nem;nem;;4260464590394;solartronics;nem;1
NS2000W12V-FB;Spannungswandler NS 12V 2000/4000 Watt incl. Kabelfernbedienung;169.85;;nem;;igen;raktaron;igen;2.5;https://www.solartronics.de/spannungswandler-12v/wandler-modifizierter-sinus/spannungswandler-ns-12v-2000/4000-watt-incl.-kabelfernbedienung-ns2000w12v-fb;https://www.solartronics.de/media/image/5d/25/49/tempimg_7169__1.jpg;2025-10-07;142.73;brutto+netto (oldalrol);igen;nem;nem;;;solartronics;nem;1
0124100MS;Spannungswandler NS 24V 1000 Watt;77.95;;nem;;igen;raktaron;igen;2.5;https://www.solartronics.de/spannungswandler-ns-24v-1000-watt-0124100ms;https://www.solartronics.de/media/image/81/45/45/spannungswandler-ns-24v-1000-watt_01.jpg;2026-09-10;65.5;brutto+netto (oldalrol);igen;nem;nem;;4260464590417;solartronics;nem;1
01241500MS;Spannungswandler NS 24V 1500 Watt;119.0;;nem;;igen;raktaron;igen;2.8;https://www.solartronics.de/spannungswandler-ns-24v-1500-watt-01241500ms;https://www.solartronics.de/media/image/66/c3/83/spannungswandler-ns-24v-1500-watt_1.jpg;2026-09-10;100.0;brutto+netto (oldalrol);igen;nem;nem;;4260464590424;solartronics;nem;1
01242000MS;Spannungswandler NS 24V 2000 Watt;149.95;;nem;;igen;raktaron;igen;5.8;https://www.solartronics.de/spannungswandler-24v-48v/wandler-modifizierter-sinus/spannungswandler-ns-24v-2000-watt-01242000ms;https://www.solartronics.de/media/image/43/8a/fa/spannungswandler-ns-24v-2000-watt_01.jpg;2026-09-10;126.01;brutto+netto (oldalrol);igen;nem;nem;;4260464590431;solartronics;nem;1
0124600MS;Spannungswandler NS 24V 600 Watt;35.95;;nem;;igen;raktaron;igen;1.1;https://www.solartronics.de/spannungswandler-ns-24v-600-watt-0124600ms;https://www.solartronics.de/media/image/93/cb/a1/spannungswandler-ns-24v-600-watt_1.jpg;2026-09-10;30.21;brutto+netto (oldalrol);igen;nem;nem;;4260464590400;solartronics;nem;1
0212101;Spannungswandler TS 12V 1000 Watt reiner SINUS;95.14;;nem;;igen;raktaron;igen;3.2;https://www.solartronics.de/spannungswandler-ts-12v-1000-watt-reiner-sinus-0212101;https://www.solartronics.de/media/image/45/13/f3/TS1000_1000w_12V_Spannungswandler_inverter_blau_solartronics_1.jpg;2026-09-10;79.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590219;solartronics;nem;1
TS100012V;Spannungswandler TS 12V 1000 Watt reiner SINUS;95.14;;nem;;igen;raktaron;igen;3.2;https://www.solartronics.de/spannungswandler-ts-12v-1000-watt-reiner-sinus-ts100012v;https://www.solartronics.de/media/image/45/13/f3/TS1000_1000w_12V_Spannungswandler_inverter_blau_solartronics_1.jpg;2026-01-12;79.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590219;solartronics;nem;1
0212151;Spannungswandler TS 12V 1500 Watt reiner SINUS;142.74;;nem;;igen;raktaron;igen;5.9;https://www.solartronics.de/spannungswandler-ts-12v-1500-watt-reiner-sinus-0212151;https://www.solartronics.de/media/image/ef/d2/b7/TS1500_1500_Watt_12V_Spannungswandler_Wechselrichter_solartronics_1.jpg;2026-09-10;119.95;brutto+netto (oldalrol);igen;nem;nem;;4260464591254;solartronics;nem;1
0212201;Spannungswandler TS 12V 2000 Watt reiner SINUS;166.54;;nem;;nem;nincs raktaron (beszerzes alatt);igen;6.35;https://www.solartronics.de/spannungswandler-ts-12v-2000-watt-reiner-sinus-0212201;https://www.solartronics.de/media/image/a5/19/11/TS2000_Spannungswandler_blau_2000W_Reiner-Sinus_solartronics_1.jpg;2026-09-10;139.95;brutto+netto (oldalrol);igen;nem;nem;;4260464590264;solartronics;nem;1
